ID,Year_Birth,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalSpend,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,TotalCampaignsAccepted,Complain
506,1966,58,Graduation,Single,45800.0,1,2,2021-09-03,42,195,48,294,82,63,42,724,2,1,2,6,5,1,0,1,0,0,1,2,0
507,1968,56,2n Cycle,Together,28000.0,0,1,2022-03-09,21,566,142,293,33,17,12,1063,0,4,6,4,6,0,0,0,0,0,0,0,0
508,1961,63,Master,Married,51400.0,1,0,2022-05-08,2,481,6,40,142,11,149,829,2,3,3,8,6,0,0,0,0,0,0,0,0
509,1971,53,2n Cycle,Single,52800.0,1,0,2021-03-27,13,298,11,1344,240,53,53,1999,2,3,2,4,8,0,0,0,0,0,0,0,0
510,1977,47,Master,Together,54700.0,0,0,2022-09-26,1,318,21,112,158,76,18,703,2,7,4,4,3,0,0,0,0,0,0,0,0
511,1951,73,PhD,Together,77800.0,0,0,2021-03-25,60,1091,8,909,24,24,752,2808,2,4,4,4,7,0,0,0,0,0,0,0,0
512,1972,52,Graduation,Single,81600.0,1,0,2021-07-12,31,151,30,321,504,36,13,1055,0,4,5,4,8,1,0,0,0,0,0,1,0
513,1979,45,2n Cycle,Married,37600.0,1,0,2022-06-11,37,758,44,63,13,70,45,993,1,2,4,9,4,0,0,0,0,1,0,1,0
514,1964,60,Master,Married,37200.0,1,2,2022-09-21,96,60,51,88,105,15,217,536,1,1,8,7,11,0,0,0,0,0,0,0,0
515,1976,48,Graduation,Divorced,30400.0,0,0,2020-02-29,45,187,17,86,182,79,28,579,4,3,2,3,5,0,0,0,0,0,0,0,0
516,1996,28,Graduation,Married,69900.0,0,1,2022-03-07,41,1672,22,114,606,14,63,2491,5,5,2,6,6,0,0,0,1,0,0,1,0
517,1967,57,Graduation,Together,100300.0,2,2,2021-11-19,5,522,15,74,160,55,92,918,4,6,4,10,4,1,0,0,1,0,0,2,0
518,1973,51,Master,Divorced,43000.0,0,1,2022-04-08,40,219,6,84,19,9,8,345,0,7,0,10,4,0,0,0,0,0,1,0,0
519,1960,64,Basic,Single,44500.0,0,0,2020-12-04,24,873,24,554,137,159,17,1764,1,3,7,1,8,0,0,0,0,0,0,0,0
520,1970,54,Graduation,Married,101100.0,0,0,2022-08-15,97,686,53,657,46,75,55,1572,2,8,5,3,3,0,0,0,1,0,0,1,0
521,1974,50,PhD,Married,63700.0,1,0,2020-09-18,10,620,32,106,175,374,48,1355,4,11,5,11,2,1,0,0,0,0,0,1,0
522,1971,53,Graduation,Married,61700.0,1,0,2022-12-29,40,301,115,49,58,13,17,553,3,3,2,3,3,1,0,0,0,0,0,1,0
523,1957,67,Basic,Together,28200.0,0,0,2020-02-25,70,897,42,367,260,66,46,1678,4,6,4,4,5,0,1,0,0,0,0,1,0
524,1971,53,Master,Together,69300.0,0,1,2022-03-17,56,215,67,81,50,32,93,538,0,4,2,9,6,0,0,0,0,0,0,0,0
525,1985,39,Master,Married,32000.0,0,0,2020-02-25,45,167,34,64,139,6,210,620,5,8,3,5,5,0,0,1,0,0,0,1,0
526,1973,51,Graduation,Divorced,29000.0,0,0,2020-06-20,85,2419,293,131,21,33,60,2957,1,6,3,4,8,0,0,0,0,0,0,0,0
527,1979,45,Graduation,Together,42300.0,0,2,2022-05-27,47,212,17,126,191,60,20,626,1,3,1,8,10,1,0,0,0,0,0,1,0
528,1966,58,Graduation,Married,37800.0,2,0,2020-10-04,62,64,65,82,6,352,92,661,2,4,5,8,3,0,0,0,1,1,0,2,0
529,1977,47,Graduation,Together,45000.0,0,0,2022-08-03,38,1020,39,93,105,17,106,1380,2,5,1,9,5,0,0,0,0,0,0,0,0
530,1972,52,Master,Single,25000.0,0,1,2021-01-07,9,1381,69,101,67,52,39,1709,1,4,4,5,7,0,1,0,0,0,0,1,0
531,1958,66,Master,Married,79200.0,1,0,2020-04-12,84,311,47,112,58,47,39,614,4,6,3,9,3,0,0,0,0,1,0,1,0
532,1972,52,Basic,Married,85900.0,0,1,2021-06-16,69,113,32,122,12,29,37,345,2,4,3,5,4,0,0,0,0,0,0,0,0
533,1958,66,Basic,Single,19600.0,1,0,2022-02-15,64,298,43,122,23,25,95,606,2,2,1,5,11,0,0,1,0,0,1,1,0
534,1962,62,PhD,Together,80000.0,0,1,2021-11-01,97,3057,57,297,202,78,48,3739,2,2,2,4,3,0,0,0,0,0,0,0,0
535,1971,53,Master,Together,33900.0,0,0,2021-03-09,58,408,62,240,17,26,70,823,2,6,2,3,2,0,0,0,0,0,0,0,0
536,1972,52,2n Cycle,Together,75500.0,2,0,2022-07-20,77,782,180,126,15,26,28,1157,0,3,0,6,4,0,0,0,0,0,0,0,0
537,1955,69,Master,Married,48400.0,1,1,2021-10-31,35,800,37,137,15,18,54,1061,4,7,5,5,3,0,0,0,0,0,1,0,1
538,1980,44,Graduation,Married,50700.0,0,0,2021-11-22,26,932,10,863,195,8,18,2026,3,4,2,4,4,0,0,0,0,0,1,0,0
539,1975,49,Graduation,Together,45800.0,1,0,2022-02-15,72,2406,36,567,78,94,28,3209,2,3,2,3,8,0,0,0,0,0,1,0,0
540,1961,63,Graduation,Married,89500.0,1,0,2021-07-23,54,1087,22,370,267,21,59,1826,2,5,2,6,3,0,0,0,0,0,1,0,0
541,1952,72,2n Cycle,Married,27600.0,0,0,2022-05-13,69,299,16,31,102,136,21,605,2,2,2,10,4,0,0,0,0,0,0,0,0
542,1967,57,PhD,Single,67000.0,0,0,2021-05-31,94,152,22,224,21,145,36,600,3,3,3,5,8,0,0,0,0,0,1,0,0
543,1964,60,Graduation,Widow,84800.0,2,1,2020-06-16,80,570,15,119,443,617,121,1885,4,1,3,5,8,0,0,0,0,0,0,0,0
544,1970,54,PhD,Single,70500.0,0,1,2022-08-21,52,312,7,89,26,54,40,528,2,6,3,4,5,1,0,0,0,0,0,1,0
545,1965,59,PhD,Single,152600.0,1,1,2020-02-09,59,825,190,193,32,70,51,1361,0,6,2,2,3,0,0,0,0,0,0,0,0
546,1946,78,Graduation,Married,38800.0,1,0,2020-04-16,60,150,17,604,60,63,20,914,8,6,5,5,3,0,0,0,0,0,0,0,0
547,1964,60,Graduation,Divorced,79200.0,1,0,2021-12-17,35,294,9,526,78,45,34,986,0,1,3,11,5,1,0,0,0,0,0,1,0
548,1965,59,PhD,Married,47500.0,0,1,2021-04-04,84,350,36,102,124,129,50,791,0,2,4,5,7,0,0,0,0,0,0,0,0
549,1975,49,PhD,Divorced,90400.0,0,1,2020-05-20,26,196,65,233,36,32,107,669,0,4,2,5,8,0,0,0,0,0,0,0,0
550,1961,63,Master,Alone,49800.0,1,0,2020-03-23,40,362,24,125,256,59,13,839,4,4,2,6,3,0,0,0,0,0,0,0,0
551,1987,37,PhD,Single,41500.0,0,0,2020-03-04,27,760,8,144,21,27,120,1080,2,5,4,1,2,0,0,0,0,0,0,0,0
552,1947,77,Master,Widow,93600.0,0,0,2021-05-21,15,2584,12,602,21,13,41,3273,4,3,1,5,5,0,0,0,0,0,1,0,0
553,1983,41,PhD,Together,39500.0,0,0,2021-02-12,34,169,508,173,7,74,44,975,3,1,2,5,5,0,0,0,0,0,0,0,0
554,1966,58,PhD,Married,25400.0,0,1,2020-02-11,35,844,6,30,32,2,105,1019,2,8,5,8,9,0,0,0,0,0,0,0,0
555,1978,46,Master,Together,39000.0,2,0,2020-11-08,55,67,6,215,123,58,640,1109,3,4,1,8,3,0,0,0,0,0,0,0,0
556,1969,55,Graduation,Together,67300.0,0,1,2021-05-03,98,365,23,1511,109,117,94,2219,7,3,2,4,6,0,0,0,0,0,0,0,0
557,1981,43,Graduation,Married,97600.0,2,0,2020-09-15,18,425,84,124,71,66,38,808,2,1,4,6,2,0,0,0,0,0,0,0,0
558,1964,60,Graduation,Together,52800.0,0,0,2022-08-27,56,794,229,1097,27,14,62,2223,2,3,2,7,3,0,0,0,0,0,0,0,0
559,1956,68,Master,Widow,94200.0,1,1,2020-08-22,84,263,27,400,211,210,86,1197,3,4,6,6,0,0,0,0,0,0,1,0,0
560,1984,40,PhD,Married,26100.0,0,0,2021-03-22,32,418,21,695,46,287,11,1478,0,5,4,7,5,0,0,1,1,0,0,2,0
561,1967,57,PhD,Single,40400.0,1,0,2022-08-10,22,1066,8,496,70,67,17,1724,3,5,5,7,6,0,0,0,0,0,0,0,1
562,1971,53,Graduation,Divorced,43500.0,1,2,2021-06-08,62,125,110,227,13,304,77,856,5,4,2,6,5,0,0,0,0,0,0,0,0
563,1982,42,Graduation,Divorced,47300.0,0,1,2022-01-25,69,76,27,102,8,428,89,730,1,1,1,9,5,0,0,0,0,1,0,1,0
564,1957,67,Graduation,Divorced,52100.0,1,1,2020-12-09,95,1046,29,231,126,16,76,1524,4,4,1,4,3,0,0,0,0,0,0,0,0
565,1975,49,Graduation,Together,69700.0,0,0,2020-08-22,21,167,51,257,1049,14,106,1644,2,7,2,9,0,0,0,0,0,0,0,0,0
566,1962,62,PhD,Widow,40400.0,1,0,2020-12-01,66,538,41,554,74,74,33,1314,4,8,5,6,6,0,0,0,0,0,0,0,0
567,1967,57,Graduation,Single,53500.0,2,2,2021-09-29,98,2653,26,37,128,5,168,3017,4,7,2,1,8,0,0,0,0,0,0,0,0
568,1969,55,Graduation,Married,48900.0,1,0,2020-08-09,79,808,148,53,124,24,398,1555,1,2,1,3,6,0,0,0,0,0,0,0,0
569,1952,72,2n Cycle,Together,32100.0,2,1,2020-02-22,58,130,5,235,46,14,24,454,1,5,3,4,7,0,0,0,0,0,0,0,0
570,1960,64,Graduation,Single,47400.0,0,0,2021-09-30,24,102,38,272,10,25,16,463,2,5,1,5,6,0,0,0,0,0,0,0,0
571,1983,41,PhD,Married,46700.0,0,0,2022-02-07,16,170,48,81,107,9,46,461,2,3,4,8,3,0,0,0,0,0,0,0,0
572,1978,46,Master,Together,46200.0,0,2,2022-03-23,38,409,19,278,293,26,132,1157,4,6,1,4,7,1,0,0,0,0,0,1,0
573,1968,56,Graduation,Single,50800.0,0,0,2021-02-10,76,277,62,401,86,63,104,993,3,4,1,5,5,1,0,0,1,0,0,2,0
574,1971,53,PhD,Married,51900.0,1,0,2020-06-04,91,1410,65,157,36,259,59,1986,3,3,2,10,7,0,0,0,0,0,0,0,0
575,1965,59,Master,Together,40600.0,0,0,2021-05-12,74,669,113,947,75,53,8,1865,2,2,1,8,8,0,0,0,1,0,0,1,0
576,1983,41,2n Cycle,Single,92100.0,1,0,2020-07-27,73,226,30,1211,49,11,32,1559,4,4,2,3,6,0,0,1,0,0,0,1,0
577,1966,58,Graduation,Together,28500.0,0,0,2021-09-09,38,795,21,205,230,31,169,1451,1,5,0,7,6,0,0,1,0,0,1,1,0
578,1971,53,2n Cycle,Married,35400.0,0,0,2020-09-04,23,1628,55,474,58,173,10,2398,0,6,0,2,5,0,0,0,0,0,0,0,0
579,1981,43,Graduation,Married,180000.0,1,0,2020-03-25,37,399,36,122,129,37,72,795,1,10,1,6,3,0,0,0,0,0,0,0,0
580,1960,64,Graduation,Married,30400.0,0,1,2021-12-12,87,540,6,618,185,68,25,1442,3,3,7,5,8,0,0,0,1,0,0,1,0
581,1986,38,Graduation,Divorced,26100.0,1,0,2022-12-27,96,135,81,980,110,132,99,1537,3,8,5,10,2,0,0,0,0,0,0,0,0
582,1952,72,Basic,Married,71200.0,0,2,2022-05-27,80,328,8,86,54,40,16,532,2,3,5,8,4,0,0,0,0,0,0,0,0
583,1986,38,Graduation,Together,18500.0,1,0,2022-01-28,56,125,45,356,7,44,32,609,1,5,3,6,2,0,0,0,0,0,0,0,0
584,1964,60,Graduation,Married,44700.0,0,1,2020-05-21,43,1230,708,39,79,62,59,2177,1,8,3,3,3,1,0,0,1,0,0,2,0
585,1966,58,PhD,Married,140100.0,0,0,2022-11-02,35,316,64,142,158,28,49,757,5,3,4,4,3,0,0,0,0,0,0,0,0
586,1948,76,Graduation,Single,23800.0,1,1,2021-11-29,98,511,12,98,7,22,93,743,6,5,3,8,7,0,0,0,0,0,0,0,0
587,1963,61,Graduation,Single,19300.0,1,2,2020-01-26,69,625,15,35,74,10,9,768,3,5,1,3,3,0,0,0,0,0,0,0,0
588,1957,67,Graduation,Married,24400.0,0,1,2022-05-10,79,9340,44,135,45,16,14,9594,0,6,5,7,7,0,0,0,0,0,0,0,0
589,1962,62,Graduation,Together,77000.0,0,0,2022-09-30,44,301,31,156,11,84,40,623,0,4,3,6,7,0,0,0,0,0,1,0,0
590,1967,57,Graduation,Married,85800.0,0,0,2020-08-04,91,212,77,395,75,62,78,899,2,7,3,4,5,0,0,0,0,0,0,0,0
591,1979,45,Graduation,Together,39100.0,0,1,2022-06-06,95,314,174,45,258,9,86,886,3,2,3,5,5,0,0,0,0,0,0,0,0
592,1971,53,PhD,Single,69400.0,1,2,2022-01-11,25,184,149,388,52,14,63,850,0,2,5,3,5,0,0,0,0,0,0,0,0
593,1972,52,Graduation,Married,97500.0,1,2,2022-07-30,10,273,14,117,14,21,28,467,2,4,3,7,9,0,0,0,0,0,0,0,0
594,1956,68,Graduation,Married,117900.0,0,0,2020-11-09,51,795,36,100,81,15,38,1065,1,5,1,6,5,0,0,0,0,0,0,0,0
595,1959,65,2n Cycle,Together,44400.0,0,2,2022-06-10,24,184,53,153,180,41,171,782,4,4,6,4,8,0,0,0,0,0,1,0,0
596,1988,36,Graduation,Divorced,16600.0,1,0,2020-12-26,30,574,188,417,15,13,499,1706,2,4,0,10,9,0,0,0,0,0,0,0,0
597,1960,64,PhD,Alone,33700.0,0,0,2022-12-04,84,614,44,108,34,55,95,950,1,3,5,3,5,0,0,0,0,0,0,0,0
598,1987,37,Graduation,Married,40700.0,1,0,2021-07-07,44,435,14,328,30,104,71,982,3,2,3,8,6,0,0,0,0,0,0,0,0
599,1966,58,Graduation,Single,44200.0,0,0,2022-09-17,66,675,49,254,52,6,16,1052,2,5,3,8,4,0,0,0,0,0,1,0,0
600,1969,55,Graduation,Married,,1,1,2022-08-10,75,264,280,7208,30,16,62,7860,1,6,1,9,4,0,0,1,0,0,0,1,0
601,1980,44,Graduation,Together,85600.0,0,1,2022-06-11,39,116,26,160,244,11,18,575,2,6,2,8,9,0,0,0,0,0,0,0,0
602,1982,42,Graduation,Single,92200.0,1,1,2021-07-03,45,415,18,186,237,10,226,1092,4,2,3,5,5,1,0,0,0,0,0,1,0
603,1967,57,Graduation,Divorced,46100.0,0,1,2021-10-22,53,372,28,653,23,58,92,1226,6,6,2,3,7,0,0,0,0,0,0,0,0
604,1964,60,Graduation,Divorced,84700.0,0,0,2021-05-17,40,284,18,201,243,43,53,842,2,6,1,7,5,0,0,0,0,0,0,0,0
605,1968,56,Graduation,Together,59400.0,1,1,2020-06-26,88,676,81,255,11,18,19,1060,1,3,5,8,5,0,0,0,0,0,0,0,0
606,1972,52,Graduation,Married,51600.0,0,0,2021-07-25,80,753,15,45,20,12,61,906,3,5,3,9,3,0,0,0,0,0,0,0,0
607,1978,46,Graduation,Single,77300.0,0,1,2022-07-12,37,461,146,184,100,13,18,922,2,8,1,6,7,0,0,0,1,0,1,1,0
608,1969,55,Graduation,Married,51800.0,0,1,2021-05-14,99,386,53,97,51,38,37,662,0,2,3,2,3,0,0,0,0,0,1,0,0
609,1975,49,PhD,Together,134300.0,0,1,2022-08-09,35,1300,76,167,65,32,92,1732,5,5,0,4,8,0,0,0,0,0,0,0,0
610,1987,37,PhD,Married,25100.0,1,0,2022-02-15,82,111,65,237,68,10,21,512,2,2,2,11,6,0,0,0,0,0,0,0,0
611,1973,51,Graduation,Single,39100.0,1,1,2021-11-19,43,244,81,174,26,49,47,621,5,5,7,4,3,0,0,0,0,0,0,0,0
612,1972,52,Master,Married,47100.0,0,0,2020-02-28,56,955,21,444,212,43,727,2402,1,4,4,7,3,0,0,1,0,0,0,1,0
613,1952,72,PhD,Married,61800.0,1,0,2022-10-09,65,606,12,556,107,13,13,1307,3,4,3,8,6,0,0,0,0,0,0,0,0
614,1940,84,Graduation,Divorced,91900.0,0,1,2021-10-27,80,324,22,184,46,22,30,628,5,3,5,5,8,0,0,0,0,0,0,0,0
615,1973,51,Master,Married,49400.0,1,0,2021-01-07,29,512,90,263,141,86,39,1131,2,4,4,7,5,0,0,0,0,0,0,0,0
616,1967,57,2n Cycle,Together,25300.0,0,1,2022-09-25,9,184,4,24,76,73,26,387,3,5,4,8,7,0,0,0,0,0,0,0,0
617,1963,61,Graduation,Married,74900.0,1,0,2021-03-10,98,435,8,282,38,18,86,867,3,4,4,7,3,0,0,0,0,0,0,0,0
618,1971,53,Graduation,Married,71900.0,0,0,2021-12-27,60,718,41,628,36,240,94,1757,4,4,2,7,4,0,0,0,0,0,0,0,0
619,1968,56,Master,Married,19700.0,0,1,2021-06-13,62,1275,79,62,11,23,48,1498,1,2,0,5,5,0,0,0,0,0,0,0,0
620,1981,43,Master,Married,49900.0,0,0,2021-11-28,35,675,97,437,24,79,58,1370,2,4,1,10,5,0,0,0,0,0,0,0,0
621,1969,55,Graduation,Divorced,23300.0,0,0,2021-07-26,53,1382,9,106,34,8,7,1546,4,3,1,5,7,0,0,0,0,0,0,0,0
622,1960,64,Graduation,Married,36400.0,1,0,2021-07-19,96,92,8,100,49,25,82,356,3,1,2,4,5,0,0,0,0,0,0,0,0
623,1979,45,Graduation,Divorced,32400.0,0,0,2020-01-21,64,52,13,936,16,10,59,1086,2,5,4,4,9,0,0,0,0,0,0,0,0
624,1966,58,Graduation,Together,73800.0,2,1,2022-11-24,81,97,22,199,51,9,29,407,0,5,1,3,6,0,0,0,0,0,0,0,0
625,1974,50,PhD,Together,52900.0,0,0,2021-01-26,3,1088,21,498,26,30,314,1977,4,6,1,3,8,0,0,0,0,0,0,0,0
626,1963,61,Graduation,Together,27000.0,1,1,2020-06-24,54,612,32,27,18,19,43,751,1,2,2,2,5,1,0,0,0,0,0,1,0
627,1961,63,Graduation,Together,76300.0,2,1,2021-05-09,53,210,168,120,89,115,68,770,1,0,1,3,4,0,0,0,0,0,1,0,0
628,1969,55,Master,Single,25100.0,1,0,2022-04-12,90,217,26,402,53,14,44,756,1,6,2,6,6,0,0,0,0,0,0,0,0
629,1969,55,Graduation,Married,58600.0,1,1,2022-09-27,88,495,93,223,41,43,14,909,3,4,0,6,9,0,0,0,1,0,0,1,0
630,1974,50,Graduation,Married,33800.0,1,1,2021-05-07,63,164,63,149,82,18,17,493,1,5,1,8,5,0,0,0,0,0,0,0,0
631,1966,58,PhD,Divorced,42000.0,0,0,2022-09-02,91,160,13,364,12,11,37,597,2,2,3,5,8,0,0,0,0,0,1,0,0
632,1948,76,2n Cycle,Divorced,63700.0,1,0,2022-10-02,21,207,65,94,16,82,151,615,0,9,2,7,6,0,0,0,0,0,0,0,0
633,1964,60,PhD,Divorced,64200.0,0,0,2022-07-06,24,194,60,752,31,17,34,1088,4,2,5,3,2,0,0,0,0,0,0,0,0
634,1977,47,PhD,Together,95000.0,0,1,2020-02-05,80,412,34,180,44,24,70,764,2,3,1,5,5,0,0,0,0,0,0,0,0
635,1965,59,Graduation,Single,48100.0,0,1,2020-07-09,58,1942,36,86,105,9,82,2260,2,3,2,10,6,0,0,0,0,0,0,0,0
636,1966,58,Graduation,Together,57900.0,1,0,2021-08-25,56,153,29,97,23,8,24,334,0,3,1,5,1,0,0,1,0,0,0,1,0
637,1979,45,PhD,Together,,0,1,2021-03-29,53,325,10,175,22,52,21,605,0,1,4,12,6,0,0,0,0,0,0,0,0
638,1961,63,Graduation,Married,54600.0,0,1,2022-04-08,43,555,567,127,158,28,27,1462,1,4,3,7,5,0,0,0,0,1,0,1,0
639,1952,72,Graduation,Together,61800.0,0,1,2021-05-13,51,606,107,345,16,94,26,1194,1,1,6,6,4,0,0,0,1,0,1,1,0
640,1967,57,Graduation,Married,47700.0,2,1,2021-09-19,75,216,55,181,144,56,18,670,1,6,4,4,7,0,0,1,0,0,0,1,0
641,1963,61,Graduation,Married,21000.0,0,0,2022-01-25,15,615,16,116,39,6,126,918,2,6,0,5,6,0,0,0,0,0,1,0,0
642,1958,66,Graduation,Single,58600.0,0,1,2022-08-27,15,537,28,284,20,32,96,997,4,6,2,4,4,0,0,0,1,0,0,1,0
643,1967,57,Graduation,Married,59600.0,0,1,2022-12-23,80,240,10,118,15,31,20,434,4,2,2,4,6,0,0,0,0,0,0,0,0
644,1974,50,Graduation,Married,36100.0,2,1,2021-12-05,54,98,50,317,33,103,58,659,1,4,4,1,2,0,0,0,0,0,0,0,0
645,1968,56,Graduation,Married,27000.0,2,0,2022-05-21,60,106,42,258,89,136,33,664,2,3,2,2,5,0,0,0,1,0,0,1,0
646,1972,52,2n Cycle,Divorced,101600.0,1,0,2021-11-08,94,792,28,289,48,12,52,1221,3,4,5,11,5,0,0,0,0,0,0,0,0
647,1988,36,PhD,Together,63300.0,1,0,2021-12-21,78,1524,32,141,129,118,54,1998,4,3,0,6,1,0,0,0,0,0,0,0,0
648,1965,59,PhD,Together,44800.0,0,0,2022-07-18,76,344,21,99,122,98,13,697,1,2,2,4,4,0,0,0,0,0,1,0,0
649,1972,52,Master,Single,29000.0,2,1,2021-07-08,39,1447,16,453,108,11,7,2042,1,7,0,7,6,0,0,1,0,0,0,1,0
650,1963,61,Graduation,Single,33700.0,0,0,2021-09-19,90,314,12,363,115,28,49,881,5,6,8,8,2,1,0,0,0,0,0,1,0
651,1959,65,Graduation,Married,93500.0,0,1,2021-05-29,20,177,15,99,29,10,41,371,3,4,2,2,2,0,0,0,0,0,0,0,0
652,1962,62,PhD,Single,53400.0,0,1,2021-04-17,65,290,14,125,108,30,41,608,3,1,5,11,3,0,0,0,0,0,0,0,0
653,1963,61,PhD,Single,38400.0,1,1,2020-09-04,7,1606,14,851,595,10,25,3101,1,2,0,11,1,0,0,0,0,1,0,1,0
654,1972,52,Master,Single,63900.0,1,0,2021-01-29,70,216,112,576,139,58,52,1153,2,4,1,3,3,0,0,0,0,0,1,0,0
655,1994,30,Graduation,Married,33800.0,0,2,2021-10-08,9,289,14,56,26,49,10,444,3,8,1,7,6,0,0,1,0,0,0,1,0
656,1961,63,Graduation,Divorced,102800.0,2,1,2020-09-01,56,1224,10,224,30,33,60,1581,2,3,4,5,2,0,0,0,0,1,0,1,0
657,1964,60,Graduation,Together,95700.0,0,1,2021-01-14,3,1135,46,327,54,43,15,1620,2,3,3,3,6,0,0,0,0,0,0,0,0
658,1968,56,Graduation,Married,40000.0,0,0,2021-01-27,42,460,61,568,105,13,23,1230,2,4,6,13,6,0,0,0,0,0,0,0,0
659,1973,51,PhD,Together,37000.0,0,0,2021-03-19,99,579,94,211,50,9,29,972,0,5,2,3,3,0,0,0,0,0,0,0,0
660,1971,53,PhD,Married,14200.0,1,0,2022-09-18,98,988,33,302,9,422,6,1760,5,3,2,1,5,1,0,0,0,0,0,1,0
661,1983,41,Graduation,Married,24600.0,1,0,2021-07-20,62,445,7,520,101,104,203,1380,3,2,4,7,3,0,0,0,0,0,1,0,0
662,1942,82,Basic,Single,26300.0,0,0,2022-12-10,42,1266,11,610,128,34,42,2091,2,3,3,5,5,0,0,0,0,0,0,0,0
663,1942,82,PhD,Married,53400.0,1,0,2021-08-02,66,686,61,160,18,25,25,975,2,3,2,7,4,0,0,0,0,0,0,0,0
664,1963,61,Graduation,Together,42800.0,0,1,2020-07-24,81,295,176,196,133,617,426,1843,2,6,2,2,4,1,0,0,0,0,0,1,0
665,1981,43,Graduation,Together,26200.0,1,0,2021-02-01,50,510,7,77,46,239,60,939,1,2,3,6,9,0,1,0,0,0,0,1,0
666,1951,73,Graduation,Married,43700.0,2,0,2021-08-29,55,237,37,141,74,22,72,583,1,3,1,10,5,0,0,0,0,1,0,1,0
667,1940,84,Graduation,Widow,63700.0,0,1,2021-04-10,42,164,18,135,78,13,41,449,0,6,2,4,2,0,0,0,1,0,0,1,0
668,1975,49,Graduation,Married,64400.0,1,0,2022-01-09,23,146,14,166,61,34,31,452,5,5,1,7,7,0,0,0,0,0,0,0,0
669,1971,53,Graduation,Married,20100.0,0,1,2021-01-02,95,255,28,156,23,18,57,537,0,9,4,6,4,0,0,0,0,0,0,0,0
670,1957,67,Graduation,Married,47000.0,0,0,2021-09-11,33,471,25,466,76,11,7,1056,4,1,2,5,5,0,0,0,0,0,1,0,0
671,1958,66,Graduation,Married,25700.0,2,0,2020-01-29,58,2230,3,264,41,162,7,2707,1,7,0,6,6,1,0,0,0,0,1,1,0
672,1958,66,2n Cycle,Married,77100.0,0,0,2022-12-29,1,555,40,76,66,60,18,815,2,4,2,6,3,0,1,0,0,0,1,1,0
673,1970,54,Graduation,Single,72900.0,0,1,2020-09-16,1,445,46,361,34,22,12,920,0,3,1,9,6,0,0,0,0,0,1,0,0
674,1962,62,PhD,Widow,32500.0,0,0,2021-07-15,9,299,71,100,65,18,79,632,3,3,8,5,5,1,0,0,0,0,1,1,0
675,1974,50,Graduation,Married,34600.0,0,1,2020-04-03,22,233,15,60,40,30,21,399,4,3,2,5,5,0,0,0,0,0,0,0,0
676,1940,84,Basic,Single,40100.0,1,0,2020-04-21,14,386,6,61,14,17,177,661,2,1,5,3,3,0,0,0,0,0,0,0,0
677,1959,65,Graduation,Single,17000.0,1,0,2021-08-21,75,234,16,209,75,14,32,580,3,5,3,10,5,0,0,0,0,0,0,0,0
678,1956,68,Graduation,Single,58800.0,1,1,2020-09-15,16,267,70,626,157,395,22,1537,1,4,3,2,6,0,0,0,0,0,0,0,0
679,1966,58,Basic,Together,43900.0,0,0,2022-10-02,81,790,27,150,68,12,39,1086,3,3,0,8,7,0,0,0,0,0,0,0,0
680,1963,61,Master,Married,79700.0,0,1,2020-07-29,13,188,85,556,39,8,148,1024,4,0,4,4,6,0,0,1,0,0,1,1,0
681,1977,47,Master,Married,29500.0,0,0,2020-01-26,80,254,7,197,66,65,30,619,2,6,1,6,4,0,0,0,0,0,1,0,0
682,1948,76,Graduation,Single,37200.0,0,0,2021-08-05,78,173,77,29,19,118,165,581,5,5,3,12,7,0,0,0,0,0,1,0,0
683,1969,55,Graduation,Single,24300.0,2,1,2022-08-19,75,364,37,357,107,34,137,1036,0,9,1,6,4,0,0,1,0,0,0,1,0
684,1975,49,PhD,Married,30900.0,1,2,2022-09-07,15,804,18,100,121,5,22,1070,2,7,1,3,4,0,0,0,0,1,0,1,0
685,1989,35,2n Cycle,Married,28400.0,0,0,2022-06-21,31,469,106,75,38,24,23,735,1,6,2,3,6,0,0,0,0,0,0,0,0
686,1963,61,PhD,Divorced,80700.0,1,1,2021-11-28,22,316,42,393,53,21,30,855,0,2,3,8,3,0,0,0,0,0,0,0,0
687,1972,52,PhD,Single,35800.0,1,0,2021-01-12,33,887,10,212,14,156,13,1292,2,5,0,10,5,0,0,0,0,0,0,0,0
688,1949,75,Graduation,Widow,53100.0,0,1,2020-04-15,97,853,97,180,86,13,13,1242,2,4,2,6,9,0,0,0,0,0,0,0,0
689,1942,82,Master,Single,41700.0,1,1,2021-06-01,15,354,22,207,32,40,25,680,2,4,3,5,8,0,0,0,0,0,0,0,0
690,1978,46,Graduation,Together,27200.0,0,0,2022-09-05,33,1779,29,71,4,60,5,1948,2,6,2,5,5,0,0,0,0,0,1,0,0
691,1968,56,Graduation,Together,46100.0,0,0,2020-08-21,70,524,12,1419,49,12,15,2031,5,4,5,9,5,0,0,0,0,0,1,0,0
692,1981,43,Graduation,Single,66700.0,0,0,2020-05-13,32,531,30,239,40,18,72,930,2,7,5,10,3,0,0,0,0,0,1,0,0
